tenure,TotalCharges,MonthlyCharges,PaymentMethod_Electronic check,Contract_Two year,InternetService_Fiber optic,PaperlessBilling_Yes,gender_Male,OnlineSecurity_Yes,Contract_One year,Partner_Yes,MultipleLines_Yes,TechSupport_Yes,Dependents_Yes,OnlineBackup_Yes
-0.38432293151270314,-0.7356901844863949,-1.327687704863148,False,False,False,False,False,False,True,False,True,False,False,False
-1.277040579808332,-0.9820548151360982,-0.4745302063882914,False,False,False,False,True,True,False,False,False,False,True,False
1.0764877656983258,1.7250551484934697,1.362403864940324,True,False,True,True,False,False,True,True,True,False,True,True
1.5634246647686687,2.3382293403327314,1.4566480072137091,False,True,True,True,False,True,False,True,True,False,True,True
0.6301289415505114,0.5423522385582012,0.18848560153499835,False,False,True,True,False,False,False,True,False,False,False,False
-0.30316678166764593,0.11547289491540859,1.3227221208252145,False,False,True,True,False,False,False,True,True,True,False,False
1.6040027396911973,-0.21482366125355615,-1.307846832805593,False,True,False,False,True,False,False,False,True,False,False,False
1.52284658984614,2.365319634380268,1.6286022317125175,False,True,True,True,False,True,False,True,True,True,True,True
-1.2364625048858033,-0.9889473537182412,-1.47153402728042,False,False,False,False,False,False,True,False,False,False,False,False
0.5489727917054542,-0.5861482714510371,-1.506255553381141,False,True,False,False,False,False,False,True,False,False,True,False
-0.34374485659017456,-0.37562047906228674,-0.14880922344343336,False,False,False,False,True,True,False,False,False,True,False,True
0.7112850913955685,0.9010696104630282,0.7638708912040872,True,False,True,True,False,False,False,True,True,False,False,True
0.4272385669378685,0.9737248193779603,1.4086992330746182,True,False,True,True,False,False,True,True,True,True,False,False
1.6040027396911973,1.4955728750038257,0.462950998331173,True,True,False,True,False,False,False,True,True,True,True,True
-0.9524159804281033,-0.7180007895809579,0.35713301402421394,False,False,True,True,False,False,False,True,False,False,False,False
1.0359096907757972,0.6499063770029719,0.00991775301700495,False,False,False,True,False,True,False,True,False,False,False,True
-0.34374485659017456,-0.3000206729682742,0.14880385741988864,False,False,False,True,False,False,False,True,False,False,False,True
0.5489727917054542,0.8440316725126985,0.859768439482269,False,False,True,False,False,False,True,True,False,True,True,False
-1.3176186547308604,-1.0041283880637208,0.27776952579399455,False,True,False,False,False,False,False,True,True,True,True,True
-1.1958844299632747,-0.9146780693125537,0.47783165237433917,True,False,True,True,False,False,False,False,True,False,False,True
-0.6683694559704032,-0.8754822090843539,-1.4946817113475674,False,False,False,False,True,False,False,False,False,False,False,False
0.8330193161631543,1.541530402828432,1.5062501873575962,True,False,True,False,False,True,True,True,False,True,False,True
1.3199562152334972,1.6683225761765261,0.9738534538132092,True,False,True,False,False,True,False,True,False,False,False,True
0.5489727917054542,-0.6279179277320625,-1.4880680873283825,False,True,False,False,True,False,False,True,False,False,True,False
-0.38432293151270314,-0.2875006819994447,0.28768996182277234,False,False,False,True,False,False,False,True,True,True,False,False
-1.1958844299632747,-0.9125623217098072,0.00991775301700495,False,False,False,True,True,False,False,False,True,True,False,False
-1.074150205195689,-0.8577055668550925,-0.3058827938990755,False,False,False,True,True,True,False,False,False,False,False,True
0.9953316158532686,0.37943967314672405,-0.3058827938990755,True,False,False,False,True,True,False,True,False,True,False,False
0.5083947167829257,0.8246409547926817,0.8052060413239931,False,False,True,True,False,False,False,False,True,False,False,False
1.52284658984614,0.21722508632584378,-0.8233988734002967,False,True,False,True,True,False,False,False,False,True,False,False
-1.2364625048858033,-0.979546454576141,-1.3194206748391668,True,False,False,True,True,False,False,False,False,False,False,False
0.2243481923252256,0.6248882068962691,1.1441542723072209,True,False,True,True,False,False,False,False,True,True,False,False
-1.074150205195689,-0.8143654587452244,0.13723001538631474,True,False,True,True,True,False,False,False,False,False,False,False
-0.790103680737989,-0.4973304957975983,0.7936321992904196,False,True,False,False,False,True,False,False,True,True,True,True
-1.155306355040746,-0.8424372851857882,0.7770981392424573,True,False,True,True,True,False,False,False,False,False,False,False
0.6301289415505114,0.9473543157519763,1.0565237540530208,False,True,True,True,True,True,False,True,True,False,False,True
0.34608241709281135,0.45248749501886726,0.7026948690266268,False,False,True,True,False,False,True,True,False,True,False,True
1.2793781403109687,1.928079671033305,1.304534654772456,False,False,True,True,False,True,True,True,True,True,True,False
1.52284658984614,1.5013093865452931,0.4877520884031165,False,True,False,False,False,True,False,True,True,True,True,True
-1.277040579808332,-0.9715851362771466,0.3191046759139004,False,False,True,False,True,False,False,True,False,False,True,True
0.2243481923252256,0.31027435718477564,0.4794850583791353,True,False,True,True,True,True,False,True,False,False,False,True
-1.1147282801182177,-0.7805789325941496,1.0350294759906697,True,False,True,True,False,False,False,False,False,False,False,True
1.1170658406208545,1.2779126138924146,0.8134730713479743,True,True,True,True,True,False,False,False,True,False,False,False
-0.26258870674511736,-0.10242729633652019,0.6861608089786645,False,False,True,True,False,False,False,True,False,False,False,False
-0.8712598305830461,-0.5430480934816866,1.1425008663024248,True,False,True,True,False,False,False,True,True,False,False,False
1.2793781403109687,1.9154506209096944,1.304534654772456,False,True,True,True,True,False,False,False,True,False,False,True
1.5634246647686687,2.4930060927975646,1.6567101337940533,False,True,True,True,True,True,False,True,True,True,False,True
1.4011123650785544,1.0094962221460446,0.16368451146305485,False,True,False,True,False,False,False,True,True,True,True,False
-0.9118379055055746,-0.7037140403046803,0.26123546574603224,True,False,True,True,True,False,False,False,False,False,False,True
-0.14085448197753164,0.2892259403120918,1.2896540007292896,True,False,True,True,True,False,False,True,True,False,True,False
1.3605342901560258,0.5802830125909443,-0.34060431999979657,False,True,False,False,True,False,False,True,False,True,True,False
-0.10027640705500306,-0.13156790249393527,0.08762783524242773,True,False,False,False,True,True,False,True,True,True,True,True
-0.6683694559704032,-0.5386421036285446,-0.06283211119402941,False,False,False,True,False,False,False,False,True,False,False,False
0.8735973910856829,0.6911089256791376,0.23643437567408873,False,False,False,False,False,False,True,False,True,True,False,True
1.5634246647686687,2.1427735231346796,1.1325804302736475,True,True,True,True,False,False,False,True,False,False,False,True
-1.2364625048858033,-0.9248860062000315,0.7043482750314229,True,False,True,True,False,True,False,False,False,True,False,True
-1.277040579808332,-0.9824038044313964,-0.5009847024650312,False,False,False,True,True,False,False,False,True,False,False,False
-0.2220106318225888,0.16212840133061127,1.1755689863983494,False,False,True,True,True,False,True,False,True,False,False,False
-1.0335721302731604,-0.7731410982381027,0.16533791746785098,False,False,True,True,True,False,False,True,False,False,True,False
-0.4249010064352317,-0.8241589708445354,-1.5112157713955297,False,False,False,True,False,False,True,False,False,False,False,False
-0.10027640705500306,-0.2826584555271796,-0.30753619990387193,False,True,False,True,True,True,False,False,False,False,False,False
-0.26258870674511736,-0.804637382138782,-1.4930283053427713,False,False,False,False,True,False,True,False,False,False,False,False
-0.9524159804281033,-0.8079309686131604,-0.3174566359326492,True,False,False,False,True,False,False,False,False,False,True,False
1.1170658406208545,-0.5228503380162927,-1.5112157713955297,False,True,False,True,False,False,False,True,False,False,True,False
-0.790103680737989,-0.8901397594868862,-1.4731874332852164,False,True,False,True,False,False,False,False,False,False,False,False
1.6040027396911973,-0.19743963198150533,-1.321074080843963,False,True,False,False,False,False,False,True,True,False,False,False
-0.18143255690006022,0.25687899500412276,1.2681597226669385,True,False,True,True,False,False,False,False,True,True,False,False
0.26492626724775414,-0.5860174004653003,-1.3061934268007966,False,False,False,False,True,False,True,False,True,False,True,False
-0.8306817556605175,-0.8155651094478126,-0.9738588198367539,False,False,False,False,True,False,False,True,False,True,True,True
-0.30316678166764593,-0.8033722959433253,-1.4599601852468467,False,False,False,False,True,False,False,False,False,False,True,False
-0.34374485659017456,0.03926235755462397,1.193756452451108,True,False,True,True,True,False,False,True,True,False,False,False
-0.9929940553506318,-0.9102502676284556,-1.3045400207960005,False,False,False,False,True,False,False,False,False,False,True,False
1.1576439155433829,1.483729050794637,0.9722000478084126,False,True,True,True,False,False,False,True,True,True,False,True
-1.155306355040746,-0.9531105154572884,-1.3111536448151857,False,True,False,True,False,False,False,False,True,False,False,False
-0.4654790813577603,-0.14310636106973812,0.9688932357988204,True,False,True,True,False,False,False,False,True,False,False,False
-1.277040579808332,-0.9623151081207832,1.0218022279522996,True,False,True,True,False,False,False,False,False,True,False,False
-0.7089475308929317,-0.5017801093126527,0.3356387359618627,False,False,True,False,True,True,False,True,False,False,True,False
-0.7495256058154603,-0.9043828851012514,-1.49798852335716,False,False,False,False,True,False,True,True,False,False,False,False
0.8735973910856829,-0.5232211391425472,-1.4847612753187902,False,True,False,False,False,False,False,True,False,False,False,False
-1.277040579808332,-0.9889909773801536,-1.0003133159134936,True,False,False,True,False,False,False,False,False,False,False,False
0.9953316158532686,0.9017675890536248,0.3191046759139004,False,False,False,False,False,False,True,True,True,True,False,True
-0.9929940553506318,-0.6636457068382347,1.2036768884798852,True,False,True,False,False,False,False,False,True,False,False,False
0.14319204248016842,0.09167618734224992,0.19013900753979449,False,False,False,True,False,False,True,False,True,True,False,True
-1.155306355040746,-0.9677898776907766,-1.4847612753187902,False,False,False,False,False,False,False,False,False,False,False,False
0.9953316158532686,-0.5131004495788941,-1.4649204032612353,False,True,False,False,True,False,False,False,False,False,False,False
-0.8712598305830461,-0.6839525214584093,-0.029763991098104747,False,False,False,False,False,True,False,False,False,False,False,False
0.3866604920153399,0.8601069919273802,1.2169041365182554,True,False,True,True,True,False,False,False,True,False,False,True
-0.8712598305830461,-0.7388965236369488,-0.3703656280861287,True,False,False,False,True,False,False,False,True,False,False,False
-0.8306817556605175,-0.8864971837172092,-1.3541422009398876,False,True,False,True,True,False,False,True,True,False,True,False
0.021457817712582688,0.3000446084663416,0.8498480034534917,True,False,True,True,False,True,False,False,True,False,False,False
-0.9118379055055746,-0.828499525204809,-0.6415242128727111,True,False,False,True,True,False,False,False,False,False,False,False
-0.7089475308929317,-0.32392643969621354,1.335949368863584,False,False,True,True,False,False,False,True,True,False,True,True
0.34608241709281135,0.8539342437667901,1.1524213023312022,True,False,True,True,True,False,False,True,True,False,False,False
0.06203589263511127,-0.42574406659951725,-0.8068648133523344,True,True,False,True,True,False,False,True,False,True,True,False
0.46781664186039706,-0.6353993857500216,-1.4847612753187902,False,True,False,False,True,False,False,False,False,False,False,False
-0.30316678166764593,-0.40517551000786867,-0.3587917860525551,True,False,False,False,False,False,False,True,True,False,False,True
-0.9929940553506318,-0.6410268381367081,1.1689553623791644,False,False,True,False,True,True,False,False,False,True,False,False
-1.277040579808332,-0.9734827655703315,0.1752583534966283,True,False,True,True,False,False,False,False,False,False,False,False
1.5634246647686687,1.744533113537311,0.6778937789546833,True,False,False,False,True,True,True,True,True,True,True,False
-0.18143255690006022,-0.6591960933231802,-1.1640005103883206,False,False,False,True,False,False,False,False,False,False,False,False
-0.8306817556605175,-0.5923864551044958,0.47121802835515414,True,False,False,True,False,True,True,True,False,True,False,False
0.30550434217028277,0.06916637779550416,-0.028110585093308608,False,False,False,True,False,True,False,False,False,True,True,False
-0.34374485659017456,-0.32383919237238895,0.04463927911772576,False,False,False,False,False,True,False,True,True,False,False,True
-0.9929940553506318,-0.9097049718545519,-1.1772277584266906,False,False,False,False,True,True,False,False,False,False,False,False
1.2388000653884401,1.0350814998576077,0.31579786390430814,False,True,False,False,True,True,False,True,False,True,True,True
1.6040027396911973,1.0918795076674197,-0.006616307030957384,False,True,False,False,False,True,False,True,True,True,False,True
0.5895508666279828,-0.6021145317109382,-1.49798852335716,False,True,False,False,False,False,False,True,False,False,False,False
-0.6683694559704032,-0.511464562257183,0.3240648939282893,False,False,True,True,False,False,False,False,True,False,False,False
0.30550434217028277,-0.6638202014858838,-1.5161759894099185,False,True,False,False,False,False,False,True,False,False,False,False
-0.9929940553506318,-0.7994243545402623,-0.22321249365926385,False,False,False,False,False,True,True,False,False,True,False,True
-0.30316678166764593,-0.049838971901244804,0.8184332893623631,True,False,True,True,False,False,False,False,True,False,False,True
0.06203589263511127,0.3446061791097541,0.8233935073767515,True,False,True,True,True,False,False,True,False,False,True,True
0.8330193161631543,0.4607105552893354,-0.12731494538108237,True,False,False,True,True,False,True,False,False,False,False,False
0.9953316158532686,0.4954131783405684,-0.2050250276065054,False,False,False,True,False,True,False,True,False,False,False,True
0.06203589263511127,-0.7094069281842353,-1.4963351173523636,False,False,False,False,True,False,False,False,False,False,False,False
1.1982219904659115,1.1696604968570472,0.5456212985709846,False,False,True,True,True,True,True,True,False,False,True,True
0.3866604920153399,-0.6246461530886401,-1.4748408392900125,False,False,False,False,False,False,False,True,False,False,False,False
-1.155306355040746,-0.8574874485455309,0.5009793364414861,True,False,True,True,True,True,False,False,True,False,False,False
1.0359096907757972,1.6763493299683891,1.4715286612568754,False,True,True,True,False,True,False,True,True,False,False,True
1.52284658984614,-0.19429872832381984,-1.2863525547432422,False,False,False,False,False,False,True,False,True,False,False,False
-0.6277913810478746,-0.5951565576359267,-0.3009225758846869,False,False,False,True,False,False,True,False,True,False,True,False
1.52284658984614,0.7579621875597344,-0.2364397416976339,False,True,False,False,False,False,False,True,False,True,False,True
-1.277040579808332,-0.984541363865099,-0.663018490935062,False,False,False,True,True,False,False,False,False,False,False,False
0.5895508666279828,0.7592708974171033,0.6795471849594795,False,False,True,False,True,True,False,False,False,False,False,False
1.6040027396911973,0.9803338041576737,-0.13227516339547102,False,True,False,False,True,True,False,True,False,True,True,False
-0.14085448197753164,-0.5317931887083137,-0.8415863394530553,False,False,False,False,False,True,True,False,False,True,False,True
-0.5872133061253461,-0.2161323711109251,1.2780801586957158,False,False,True,True,False,False,False,False,True,True,False,True
-1.277040579808332,-0.9929171069522604,-1.2979263967768155,True,False,False,True,False,False,False,False,True,False,False,False
0.2243481923252256,0.5625063703616828,0.9936943258707638,False,False,True,False,False,True,True,True,True,False,False,True
0.95475354093074,1.575949472077235,1.3838981430026749,True,False,True,True,False,False,True,False,True,False,False,True
-1.074150205195689,-0.8875005279411922,-0.5059449204794199,False,False,False,True,False,False,False,False,False,True,False,False
-1.277040579808332,-0.9842578100626691,-0.6415242128727111,False,False,False,True,True,False,False,False,False,False,False,False
-1.1147282801182177,-0.7970032413041298,0.6696267489307022,True,False,True,True,False,False,False,False,True,False,False,False
0.3866604920153399,-0.3736356024452772,-1.038341654023807,False,False,False,False,False,False,True,True,False,True,False,True
1.5634246647686687,1.6915303643138688,0.7192289290745891,False,False,True,True,True,True,True,True,False,False,True,True
0.7924412412406258,1.5431881019810993,1.4268866991273768,False,False,True,False,False,True,False,False,True,False,False,True
0.10261396755763985,0.6458930001070406,1.4880627213048376,True,False,True,True,True,False,False,True,True,True,True,True
-0.7089475308929317,-0.5094796856401733,0.3058774278755308,False,False,True,True,True,False,False,False,True,False,False,False
0.30550434217028277,-0.11571070138881497,-0.4662631763643102,True,False,False,True,False,False,False,True,False,False,True,True
1.6040027396911973,1.8588489195784876,0.8233935073767515,False,True,False,False,True,True,False,True,True,True,True,True
-0.18143255690006022,0.14123266727462067,0.8267003193863444,True,False,True,True,False,False,False,False,True,False,False,True
-0.8306817556605175,-0.8926699318777994,-1.469880621275624,False,False,False,False,True,False,False,True,False,False,True,False
-1.277040579808332,-0.973395518246507,0.18187197751581333,False,False,False,True,True,True,False,False,False,True,True,True
-0.10027640705500306,0.09080371410400395,0.6778937789546833,True,False,True,False,True,False,False,True,True,False,True,False
0.2243481923252256,-0.6806589349840309,-1.4847612753187902,False,True,False,False,False,False,False,False,False,False,False,False
-0.8306817556605175,-0.5427863515102129,0.8002458233096047,True,False,True,True,False,False,False,False,True,False,False,True
1.1170658406208545,1.5149417808928862,0.9358251157028956,True,False,True,True,True,True,False,True,True,False,True,True
-0.7089475308929317,-0.5205164721039848,0.1206959553383524,False,False,True,True,True,False,False,True,False,False,False,False
0.9141754660082114,0.38129367877799675,-0.1901443735633392,True,True,False,True,True,True,False,False,False,True,False,False
1.4011123650785544,1.9264655955425496,1.3458698048923616,False,True,True,True,False,False,False,True,True,True,True,False
0.8330193161631543,0.9370155078787616,0.649785876873147,True,False,False,True,False,False,True,False,True,True,True,True
-0.4654790813577603,-0.637646004338505,-0.7622228512228361,True,False,False,True,False,True,False,False,False,False,False,False
-0.9118379055055746,-0.9083744501662268,-1.4880680873283825,False,False,False,True,True,False,True,False,False,False,True,False
-1.277040579808332,-0.9648234686807404,0.8316605374007328,True,False,True,True,True,False,False,True,False,False,True,False
1.1982219904659115,1.8917629724913168,1.1970632644607007,False,True,True,True,False,True,False,True,True,False,True,False
-1.277040579808332,-0.9729156579654716,0.21824690962133025,False,False,True,True,True,False,False,False,False,False,False,False
1.6040027396911973,1.6940605367047818,0.6530926888827399,False,True,True,True,False,True,False,False,True,True,False,False
-0.6683694559704032,-0.4538813285329495,0.314144457899512,False,False,True,True,True,False,False,False,True,False,False,False
-0.5466352312028174,-0.32167982110773014,0.7241891470889775,True,False,True,True,False,False,False,True,True,False,False,False
0.30550434217028277,0.8187517604345215,1.3574436469259352,False,False,True,True,True,False,True,True,True,False,False,True
-0.7089475308929317,-0.8801063172470576,-1.4847612753187902,False,False,False,False,False,False,False,True,False,False,True,False
-0.30316678166764593,-0.0046230463291480305,0.7936321992904196,True,False,True,True,True,False,False,False,True,False,False,True
-0.7089475308929317,-0.3711054300543639,1.0168420099379112,True,False,True,False,True,False,False,False,True,True,False,True
1.3199562152334972,-0.3870935021452211,-1.4731874332852164,False,True,False,True,True,False,False,True,False,False,False,False
-0.9929940553506318,-0.7937532784916635,-0.34060431999979657,False,False,False,False,False,True,False,True,False,False,True,True
-1.1147282801182177,-0.8390564513875851,0.462950998331173,True,False,True,False,False,False,False,False,False,False,False,False
1.3605342901560258,0.46361152880650325,-0.47618361239308776,False,True,False,False,True,False,False,True,False,True,True,False
0.9141754660082114,1.220307568337225,0.8415809734295105,False,False,True,True,True,False,False,True,True,False,True,False
0.8735973910856829,1.8013311213471233,1.6748975998468119,False,False,True,True,False,True,True,True,True,True,False,True
1.3199562152334972,1.5949257650090847,0.8432343794343067,False,True,False,True,False,True,False,True,True,True,True,True
-1.277040579808332,-0.9933097199094709,-1.327687704863148,False,False,False,False,True,False,False,False,False,False,False,False
0.06203589263511127,-0.6321494229375554,-1.3194206748391668,False,False,False,True,True,False,False,False,False,False,False,False
-1.277040579808332,-0.9737663193727615,0.15376407543427706,True,False,True,True,True,False,False,False,False,False,False,False
-1.155306355040746,-0.8733664614816076,0.46129759232637685,False,False,True,True,False,False,False,True,False,False,True,False
1.0359096907757972,-0.36096292865975466,-1.3111536448151857,False,True,False,True,True,False,False,False,True,False,False,False
-1.074150205195689,-0.8784704299253464,-0.4679165823691066,False,False,False,True,False,False,False,False,False,True,False,False
-1.277040579808332,-0.9598721830536946,1.2069837004894781,True,False,True,True,True,False,False,False,True,False,False,False
1.4011123650785544,-0.42506789983987653,-1.4583067792420503,False,False,False,True,False,False,True,True,False,False,False,False
-0.8306817556605175,-0.6145690871868993,0.38524091610574973,True,False,True,True,False,False,False,False,True,False,True,False
-0.9118379055055746,-0.9064550090420855,-1.327687704863148,False,False,False,False,True,False,False,False,True,False,True,False
0.26492626724775414,0.6393494508201959,1.157381520345591,False,False,True,True,False,False,False,True,True,True,True,False
1.2793781403109687,-0.3432953455852739,-1.327687704863148,False,True,False,True,True,False,False,True,True,False,True,False
-0.5466352312028174,-0.2834873051035132,0.654746094887536,True,False,True,True,True,True,False,False,True,False,False,False
-1.0335721302731604,-0.896552437787994,-1.00196672191829,False,False,False,False,False,True,False,True,False,True,True,False
1.5634246647686687,-0.20280534239671796,-1.329341110867944,False,True,False,False,False,False,False,True,True,False,False,False
-1.277040579808332,-0.9854138371033451,-0.7291547311269114,True,False,False,True,True,False,False,False,False,False,False,False
-1.277040579808332,-0.9930479779379972,-1.307846832805593,False,False,False,False,False,False,False,False,True,False,True,False
1.1170658406208545,1.7862373343254678,1.354136834916343,True,False,True,True,False,False,False,False,True,False,False,True
-1.1147282801182177,-0.90796002537806,-0.6663253029446546,False,False,False,False,False,False,False,True,False,False,True,False
0.183770117402697,-0.3091598301389007,-0.6464844308870997,True,True,False,False,False,True,False,True,False,True,False,False
-1.277040579808332,-0.9949237954002261,-1.450039749218069,False,False,False,False,True,False,False,False,False,False,False,False
-1.1958844299632747,-0.9039248366511724,0.1752583534966283,True,False,True,True,False,False,False,False,False,False,False,False
-0.059698332132474476,0.14465712473473602,0.6580529068971283,True,False,True,True,False,False,False,True,True,False,False,False
-1.155306355040746,-0.8468432750389303,0.9903875138611715,False,False,True,True,True,True,False,False,False,True,False,True
-0.30316678166764593,-0.13473061798257688,0.370360262062584,False,False,False,True,False,True,False,False,False,True,False,False
-0.4654790813577603,-0.38275294778494745,0.013224565026597229,False,False,False,False,True,True,False,False,False,False,False,False
0.34608241709281135,0.8115102325570802,1.306188060777252,False,False,True,True,False,True,True,True,False,False,False,True
-0.790103680737989,-0.5984065204483929,0.2595820597412361,True,False,False,True,True,False,False,True,True,True,True,True
1.3605342901560258,0.7484304174318971,-0.12566153937628624,False,True,False,True,False,True,False,False,False,False,False,True
-1.277040579808332,-0.9670482754382675,0.6630131249115171,True,False,True,True,False,False,False,False,True,False,False,False
-1.155306355040746,-0.8649034710706216,0.5175133964894484,False,False,True,True,True,False,False,True,False,True,False,False
-0.4654790813577603,-0.04429876683838303,1.304534654772456,False,False,True,True,False,True,False,True,True,False,False,False
0.8330193161631543,0.5190135794351218,-0.026457179088511997,False,False,False,False,True,True,True,True,True,True,True,True
-1.2364625048858033,-0.9673100174097413,-0.6415242128727111,True,False,False,False,False,False,False,False,False,False,False,False
0.26492626724775414,-0.048028589931884594,-0.33399069598061154,False,False,False,False,True,False,True,False,False,True,True,False
-1.155306355040746,-0.9475921222253827,-1.187148194455468,True,False,False,True,False,True,False,True,False,False,False,False
-0.790103680737989,-0.4540340113496425,0.9540125817556541,False,False,True,False,True,True,False,True,True,False,False,True
-1.2364625048858033,-0.9396526157573444,0.13392320337672245,False,False,False,False,False,False,False,True,False,False,False,False
-1.074150205195689,-0.9498387408138661,-1.5012953353667524,False,True,False,False,False,False,False,False,False,False,False,False
-0.26258870674511736,-0.4877114783459366,-0.677899144978228,False,False,False,True,False,False,False,False,False,True,False,False
0.7924412412406258,1.3084055535691113,1.200370076470293,False,False,True,False,False,False,True,True,True,False,True,False
-0.18143255690006022,-0.7108901326892534,-1.3028866147912044,False,False,False,False,False,False,True,True,True,False,False,False
1.6040027396911973,1.5639311532203972,0.51255317847506,False,True,False,True,False,True,False,True,False,True,True,False
0.5083947167829257,0.9087909986215049,1.0614839720674092,True,False,True,True,False,True,False,False,True,True,False,True
0.2243481923252256,-0.6712362240109745,-1.499641929361956,False,False,False,False,False,False,True,True,False,False,True,False
-0.26258870674511736,-0.09540388676864024,0.5638087646237432,False,False,False,True,True,False,True,True,True,True,True,False
0.8735973910856829,1.203621517655771,0.9639330177844314,False,False,True,True,False,False,True,False,False,False,False,False
1.4822685149236117,2.0490698973470636,1.3376027748683805,False,True,True,False,False,False,False,True,True,True,False,True
-0.8712598305830461,-0.7345995929385875,-0.3422577260045927,False,False,False,True,False,True,True,False,False,True,False,False
-0.10027640705500306,-0.7525725416464542,-1.4930283053427713,False,False,False,False,True,False,True,True,False,False,False,False
-1.277040579808332,-0.9959053277932528,-1.5244430194338996,False,False,False,True,True,False,False,False,False,False,False,False
0.7924412412406258,1.576843757146437,1.5310512774295397,False,False,True,True,False,True,True,False,True,True,False,True
-0.790103680737989,-0.5191859504156596,0.47287143435995027,True,False,True,True,False,False,False,False,False,False,False,True
1.3605342901560258,1.2795485012141259,0.4927123064175049,False,True,False,False,True,False,False,True,True,False,True,True
-1.155306355040746,-0.8524707274256167,1.145807678312017,True,False,True,True,False,True,False,True,True,False,False,False
-0.5466352312028174,-0.26826264709612124,0.8068594473287892,False,False,True,True,False,False,True,True,True,True,True,False
-0.9524159804281033,-0.912235144245465,-1.4946817113475674,False,True,False,False,False,False,False,True,False,False,True,False
-0.6683694559704032,-0.8552190181260916,-1.4814544633091975,True,False,False,False,True,False,False,True,False,False,True,False
0.26492626724775414,-0.12668205235975785,-0.46956998837390274,True,False,False,True,False,False,False,False,False,False,False,False
-0.8306817556605175,-0.547781260799171,0.9672398297940241,True,False,True,True,False,False,False,False,True,False,False,False
1.3605342901560258,-0.4628459910559267,-1.5079089593859372,False,True,False,False,True,False,False,False,False,False,False,False
1.52284658984614,2.5414283575202155,1.6732441938420157,False,False,True,False,False,True,True,False,True,True,False,True
-0.10027640705500306,0.11708697040616353,0.6150643507724263,False,False,True,True,True,False,False,True,True,True,True,True
-1.277040579808332,-0.9952945965264806,-1.478147651299605,False,False,False,False,True,False,False,False,False,False,False,False
1.6040027396911973,1.9926863143254185,1.0829782501297605,False,True,True,True,False,False,False,True,True,False,False,True
-1.277040579808332,-0.9715851362771466,0.3191046759139004,False,False,True,True,True,False,False,True,True,False,False,False
-0.38432293151270314,-0.4315896372957651,-0.3571383800477589,True,False,False,False,True,False,False,False,False,True,True,True
0.6301289415505114,-0.3833418672207635,-1.172267540412302,False,False,False,True,False,False,False,True,False,True,True,False
